"latitude","longitude","geometry","UK","TIT","LIE","AUT","ATT","SIE","LKP"
"50.630639","3.062467","Point",26562,"Caricature d'artilleurs","Palais des Beaux-Arts (Lille)","Bocchi Faustino","attribué à","18e","folder_0001/folder_0118/elem_0119/FR_59_0002_MUS_P1558_0110_low.jpg"
"43.949317","4.805528","Point",12415,"Naine avec un enfant et un panier","Musée Calvet (Avignon)","Bocchi Faustino","attribué à","17e","folder_0004/folder_0005/elem_0042/FR84_0002_MUS_12415_0045_low.jpg"
"41.919229","8.738635","Point",140487,"Scène grotesque","Palais Fesch-musée des beaux-arts (Ajaccio)","Bocchi Faustino","de","18e","folder_0004/folder_0082/elem_0051/FR2A_0003_MUS_140487_390_low.jpg"
"50.630639","3.062467","Point",26565,"Caricature d'artilleurs","Palais des Beaux-Arts (Lille)","Bocchi Faustino","attribué à","18e","folder_0001/folder_0118/elem_0122/FR_59_0002_MUS_P1561_0113_low.jpg"
"43.949317","4.805528","Point",12414,"Nain jouant du violon","Musée Calvet (Avignon)","Bocchi Faustino","attribué à","17e","folder_0004/folder_0005/elem_0041/FR84_0002_MUS_12414_0044_low.jpg"
"49.443232","1.099971","Point",22355,"L'Orchestre","Musée des Beaux-Arts (Rouen)","Bocchi Faustino","atelier de","17e","folder_0001/folder_0250/elem_0112/FR76_0006_MUS_9546_0067_low.jpg"
"44.838946","-0.581712","Point",23652,"L'arrivée de LL. RR. MGR Duc et Mme Duchesse d'Angoulême dans la ville de Bordeaux le 5 mars 1815","Musée des Beaux-Arts (Bordeaux)","Boccia","de","19e","folder_0004/folder_0038/elem_0176/FR33_0001_MUS_23652_181_low.jpg"
"50.723204","3.161915","Point",31518,"La Bouchée de pain à Nice","Musée des Beaux-Arts (Tourcoing)","Bogliani Enrico","de","19e","folder_0001/folder_0117/elem_0232/FR_59_0005_MUS_93131_0005_low.jpg"
"48.859261","2.267227","Point",15671,"Portrait de Georges de Bellio","Musée Marmottan Monet (Paris)","Boldini Giovanni","de","19e",
"48.863156","2.333511","Point",15198,"Portrait de Gourçat, dit Sem","Musée des Arts décoratifs (Paris)","Boldini Giovanni","de","20e","folder_0003/folder_0181/elem_0195/FR75_0019_15198_0037_low.jpg"
"49.206927","2.584941","Point",15672,"Portrait d'Olympe Hériot","Musée de la Vénerie (Senlis)","Boldini Giovanni","de","20e","folder_0001/folder_0249/elem_0180/FR60_0007_MUS_2000_7_1_0006_low.jpg"
"44.838946","-0.581712","Point",11344,"Portrait de Cecilia de Madrazo Fortuny","Musée des Beaux-Arts (Bordeaux)","Boldini Giovanni","de","19e","folder_0004/folder_0019/elem_0208/FR33_0001_MUS_11344_0032_low.jpg"
"47.446348","5.593478","Point",12501,"Portrait de Madame Jane Margyl","Musée Baron Martin (Gray)","Boldini Giovanni","de","19e","folder_0004/folder_0075/elem_0204/FR70_0002_MUS_12501_0005_low.jpg"
"48.857313","2.362545","Point",11434,"Portrait de Madame Torri, danseuse à l'Opéra (I)","Musée Carnavalet (Paris)","Boldini Giovanni","de","20e","folder_0003/folder_0166/elem_0172/FR75_0017_11434_0033_low.jpg"
"48.85996","2.326551","Point",11340,"Portrait de Madame Charles Max","Musée d'Orsay (Paris)","Boldini Giovanni","de","19e","folder_0003/folder_0120/elem_0135/FR75_0005_MUS_11340_0044_low.jpg"
"48.85996","2.326551","Point",123955,"Portrait de Madame G. Blumenthal","Musée d'Orsay (Paris)","Boldini Giovanni","de","19e",
"47.322047","5.04148","Point",26055,"Jeune fille au chien","Musée des Beaux-Arts (Dijon)","Boldini Giovanni","de","19e",
"48.863566","2.335934","Point",15669,"L'actrice Céline Montaland","Comédie française (Paris)","Boldini Giovanni","de","19e",
"48.863156","2.333511","Point",15670,"Paul Helleu en train de peindre","Musée des Arts décoratifs (Paris)","Boldini Giovanni","de","19e",
"48.85996","2.326551","Point",11339,"Portrait d'Henri Rochefort","Musée d'Orsay (Paris)","Boldini Giovanni","de","19e","folder_0003/folder_0120/elem_0134/FR75_0005_MUS_11339_0045_low.jpg"
"48.85996","2.326551","Point",23943,"Le comte Robert de Montesquiou","Musée d'Orsay (Paris)","Boldini Giovanni","de","19e","folder_0003/folder_0120/elem_0173/FR75_0005_MUS_23943_0009_low.jpg"
"48.85996","2.326551","Point",11341,"Le Melon","Musée d'Orsay (Paris)","Boldini Giovanni","de","20e","folder_0003/folder_0120/elem_0136/FR75_0005_MUS_11341_0043_low.jpg"
"48.85996","2.326551","Point",11343,"Venise","Musée d'Orsay (Paris)","Boldini Giovanni","de","20e","folder_0003/folder_0120/elem_0137/FR75_0005_MUS_11343_0042_low.jpg"
"48.863156","2.333511","Point",15199,"Portrait de Mme R. L. Boldini","Musée des Arts décoratifs (Paris)","Boldini Giovanni","de","20e","folder_0003/folder_0181/elem_0196/FR75_0019_15199_0038_low.jpg"
"48.85996","2.326551","Point",123954,"Scène de fête, dit aussi Scène de fête au Moulin Rouge","Musée d'Orsay (Paris)","Boldini Giovanni","de","19e","folder_0003/folder_0120/elem_0168/FR75_0005_MUS_123954_0003_low.jpg"
"47.322047","5.04148","Point",14160,"Saint Libéral (?)","Musée des Beaux-Arts (Dijon)","Boldrini Leonardo","de","15e","folder_0003/folder_0006/elem_0230/FR21_0003_MUS_014160_0120_low.jpg"
"48.860591","2.337582","Point",23464,"La vierge et l'Enfant et les saints Jean-Baptiste et Sébastien entre deux donateurs / Vierge de la famille Casio","Musée du Louvre (Paris)","Boltraffio Giovanni Antonio","de","16e","folder_0003/folder_0118/elem_0100/FR75_0002_MUS_23464_0420_low.jpg"
"41.919229","8.738635","Point",28321,"Portrait de jeune homme","Palais Fesch-musée des beaux-arts (Ajaccio)","Boltraffio Giovanni Antonio","attribué à","16e","folder_0004/folder_0082/elem_0131/FR2A_0003_MUS_28321_0471_low.jpg"
"47.5860921","1.3359475","Point",31527,"La Vierge au chardonneret","Musée des Beaux-Arts (Blois)","Boltraffio Giovanni Antonio","copié d'après","16e","folder_0001/folder_0117/elem_0228/FR_41_0001_MUS_87241_0026_low.jpg"
"48.5734053","7.7521113","Point",11835,"Le Christ, les cinq apôtres en buste","Musée des Beaux-Arts (Strasbourg)","Boltraffio Giovanni Antonio","attribué à","15e","folder_0003/folder_0245/elem_0016/FR67_0004_MUS_11835_0034_low.jpg"
"48.875438","2.31052","Point",12082,"Portrait de femme","Musée Jacquemart-André (Paris)","Boltraffio Giovanni Antonio","attribué à","16e","folder_0003/folder_0126/elem_0128/FR75_0006_MUS_12082_0006_low.jpg"
"42.844928","9.331689","Point",26832,"Polyptyque de l'Assomption","Eglise Saint-François (Canari)","Bombelli Agostino","attribué à","16e","folder_0004/folder_0087/elem_0242/FR2B_0001_REL_26832_0155_low.jpg"
"44.838946","-0.581712","Point",10121,"Portrait d'un homme coiffé d'une calotte noire dit Docteur en théologie ou en médecine","Musée des Beaux-Arts (Bordeaux)","Bombelli Sebastiano","attribué à","17e","folder_0004/folder_0019/elem_0178/FR33_0001_MUS_10121_0002_low.jpg"
"45.564601","5.917781","Point",20917,"Portrait du sénateur Francesco Contarini","Musée des Beaux-Arts (Chambéry)","Bombelli Sebastiano","de","17e","folder_0003/folder_0009/elem_0147/FR73_0001_MUS_020917_0213_low.jpg"
"41.919229","8.738635","Point",11240,"Intérieur de cuisine avec poissons","Palais Fesch-musée des beaux-arts (Ajaccio)","Bonanni Andrea","de","17e","folder_0004/folder_0078/elem_0070/FR2A_0003_MUS_11240_0055_low.jpg"
"43.610769","3.876716","Point",10122,"La Vierge et l'Enfant avec trois saints","Musée Fabre (Montpellier)","Bonatti Giovanni","de","17e","folder_0003/folder_0247/elem_0195/FR34_0001_MUS_10122a_0009_low.jpg"
"48.863156","2.333511","Point",131051,"La Géométrie et l'enlèvement de Ganymède","Musée des Arts décoratifs (Paris)","Boncori Giovanni Battista","attribué à","17e","folder_0003/folder_0181/elem_0241/FR75_0019_131051_0017_low.jpg"
"43.604652","1.444209","Point",11384,"Moïse foulant aux pieds la couronne de Pharaon","Musée des Augustins (Toulouse)","Boncori Giovanni Battista","attribué à","17e","folder_0003/folder_0161/elem_0219/FR31_0001_MUS_11384_0020_low.jpg"
"41.919229","8.738635","Point",137541,"Le Repos pendant la fuite en Egypte","Palais Fesch-musée des beaux-arts (Ajaccio)","Bondi Felice Andrea","attribué à","18e","folder_0004/folder_0082/elem_0035/FR2A_0003_MUS_137541_374_low.jpg"
"47.3952904","0.6946204","Point",25988,"Jeune femme en extase (?) avec un putto tenant une couronne royale et des anges tenant les instruments de la Passion","Musée des Beaux-Arts (Tours)","Bonechi Matteo","attribué à","18e","folder_0001/folder_0122/elem_0198/FR37_0015_MUS_1924145_0068_low.jpg"
"43.344233","3.215795","Point",25926,"Le Couronnement de la Vierge","Musée des Beaux-Arts (Béziers)","Bonechi Matteo","attribué à","18e","folder_0004/folder_0082/elem_0215/FR34_0004_MUS_25926_0006_low.jpg"
"45.194985","5.732257","Point",12929,"Allégorie du Temps / Triomphe de Jupiter sur son père Cronos","Musée de Grenoble","Bonechi Matteo","attribué à","18e","folder_0003/folder_0014/elem_0048/RF38_0001_MUS_012929_0056_low.jpg"
"49.443232","1.099971","Point",28083,"Une Sainte en méditation","Musée des Beaux-Arts (Rouen)","Bonechi Matteo","attribué à","18e","folder_0001/folder_0250/elem_0122/FR76_0006_MUS_9754158_0077_low.jpg"
"48.860591","2.337582","Point",23463,"L'Assomption de la Vierge","Musée du Louvre (Paris)","Bonechi Matteo","de","18e","folder_0003/folder_0118/elem_0099/FR75_0002_MUS_23463_0419_low.jpg"
"43.949317","4.805528","Point",14511,"La Vierge et l'Enfant entre saint Jean-Baptiste et saint Sébastien","Musée du Petit Palais (Avignon)","Bonfigli Benedetto","atelier de","15e",
"43.697153","7.275656","Point",16465,"Saint Louis de Gonzague en gloire","Cathédrale Sainte-Réparate (Nice)","Boni G.","de","19e",
"41.919229","8.738635","Point",10500,"Le Triomphe de David","Palais Fesch-musée des beaux-arts (Ajaccio)","Boni Giacomo Antonio","attribué à","17e","folder_0004/folder_0078/elem_0041/FR2A_0003_MUS_10500_0026_low.jpg"
"43.949317","4.805528","Point",10123,"La Fuite de Loth / Ange guidant les filles de Loth","Musée Calvet (Avignon)","Bonifazio Giovan Francesco","attribué à","17e","folder_0004/folder_0004/elem_0248/FR84_0002_MUS_10123_0001_low.jpg"
"45.695738","-0.326177","Point",26881,"Portrait de François Ier, roi de France","Musée d'Art et d'Histoire (Cognac)","Bonington Richard Parkes","copié par","19e","folder_0001/folder_0120/elem_0044/FR16_0005_MUS_149_0007_low.jpg"
"43.529742","5.447427","Point",27168,"Portrait d'enfant au hochet","Musée Granet (Aix-en-Provence)","Bonito Giuseppe","attribué à","18e","folder_0003/folder_0011/elem_0235/FR13_0001_MUS_027168_0348_low.jpg"
"50.374659","3.075545","Point",12984,"Portrait de femme en cantatrice","Musée de la Chartreuse (Douai)","Bonito Giuseppe","attribué à","18e","folder_0001/folder_0123/elem_0216/FR59_0001_MUS_1205_0026_low.jpg"
"43.529742","5.447427","Point",27169,"Portrait de femme inconnue","Musée Granet (Aix-en-Provence)","Bonito Giuseppe","attribué à","18e","folder_0003/folder_0011/elem_0236/FR13_0001_MUS_027169_0349_low.jpg"
"44.349389","2.575986","Point",30727,"Portrait de Charles IV / Petit prince espagnol devenu Charles IV","Musée Denys Puech (Rodez)","Bonito Giuseppe","attribué à","18e","folder_0003/folder_0192/elem_0044/FR12_0001_30727_0010_low.jpg"
"48.693444","6.182247","Point",27926,"Portrait de femme","Musée des Beaux-Arts (Nancy)","Bonito Giuseppe","attribué à","18e","folder_0004/folder_0005/elem_0222/FR54_0001_MUS_27926_0064_low.jpg"
"43.184277","3.003078","Point",25994,"Portrait de jeune fille","Musée d'Art et d'Histoire (Narbonne)","Bonito Giuseppe","de","18e","folder_0004/folder_0083/elem_0159/FR11_0003_MUS_25994_0032_low.jpg"
"45.564601","5.917781","Point",20896,"Portrait d'homme","Musée des Beaux-Arts (Chambéry)","Bonito Giuseppe","entourage de","18e","folder_0003/folder_0009/elem_0126/FR73_0001_MUS_020896_0192_low.jpg"
"47.237829","6.0240539","Point",12836,"Le poète","Musée des Beaux-Arts et d'Archéologie (Besançon)","Bonito Giuseppe","copié d'après","18e","folder_0004/folder_0090/elem_0144/FR25_0001_MUS_12836_0131_low.jpg"
"43.344233","3.215795","Point",26151,"Portrait de femme et son enfant","Musée des Beaux-Arts (Béziers)","Bonito Giuseppe","de","18e",
"46.7254859","2.505604","Point",30732,"Rixe dans un cabaret","Musée Saint-Vic (Saint-Amand-Montrond)","Bonito Giuseppe","genre de","18e","folder_0001/folder_0120/elem_0110/FR18_0006_MUS_92214_0004_low.jpg"
"43.949317","4.805528","Point",11733,"La Vierge en gloire avec saint François, saint Ambroise et un donateur (Francesco Cavazzi della Somaglia, moine de San Francesco de Pavie?)","Musée du Petit Palais (Avignon)","Bononi Bartolomeo","de","16e","folder_0003/folder_0249/elem_0107/FR84_0001_MUS_11733_0002_low.jpg"
"48.5734053","7.7521113","Point",10125,"Saint Sébastien et l'ange","Musée des Beaux-Arts (Strasbourg)","Bononi Carlo","de","17e","folder_0003/folder_0244/elem_0236/FR67_0004_MUS_10125_0004_low.jpg"
"43.604652","1.444209","Point",10124,"Apparition de Notre Dame de Lorette","Musée des Augustins (Toulouse)","Bononi Carlo","de","17e","folder_0003/folder_0161/elem_0201/FR31_0001_MUS_10124_0002_low.jpg"
"48.860591","2.337582","Point",13100,"Le Christ adoré par les anges, saint Sébastien et saint Bernardin","Musée du Louvre (Paris)","Bononi Carlo","de","17e","folder_0003/folder_0117/elem_0010/FR75_0002_MUS_13100_0080_low.jpg"
"43.949317","4.805528","Point",14491,"Le Calvaire avec sainte Catherine, saint François, saint Barthélemy et un saint évêque","Musée du Petit Palais (Avignon)","Bonsi Giovanni","de","14e","folder_0003/folder_0249/elem_0144/FR84_0001_MUS_14491_0039_low.jpg"
"41.919229","8.738635","Point",11105,"Nature morte aux figues et à la grenade","Palais Fesch-musée des beaux-arts (Ajaccio)","Bonzi Pietro Paolo","attribué à","17e","folder_0004/folder_0078/elem_0065/FR2A_0003_MUS_11105_0050_low.jpg"
"44.838946","-0.581712","Point",23804,"Nature morte avec lièvre, geais, perdrix, bécasses et pigeon","Musée des Beaux-Arts (Bordeaux)","Bonzi Pietro Paolo","attribué à","17e","folder_0004/folder_0020/elem_0073/FR33_0001_MUS_23804_0147_low.jpg"
"47.322047","5.04148","Point",21907,"Diane découvrant la grossesse de Callisto","Musée Magnin (Dijon)","Bonzi Pietro Paolo","de","17e","folder_0003/folder_0008/elem_0151/FR21_0001_MUS_UK_021907_0139_low.jpg"
"48.860591","2.337582","Point",23459,"Latone métamorphosant les paysans de Lycie en grenouilles","Musée du Louvre (Paris)","Bonzi Pietro Paolo","de","16e","folder_0003/folder_0118/elem_0098/FR75_0002_MUS_23459_0418_low.jpg"
"49.182863","-0.370679","Point",11709,"L'Annonciation","Musée des Beaux-Arts (Caen)","Bordone Pâris","de","16e","folder_0001/folder_0247/elem_0247/FR14_0001_MUS_Inv6711_0012_low.jpg"
"49.182863","-0.370679","Point",31393,"Le Mariage de la Vierge","Musée des Beaux-Arts (Caen)","Bordone Pâris","de","16e","folder_0001/folder_0248/elem_0022/FR14_0001_MUS_UK31393_0033_low.jpg"
"48.875438","2.31052","Point",24952,"Daphnis et Chloé","Musée Jacquemart-André (Paris)","Bordone Pâris","de","16e","folder_0003/folder_0126/elem_0224/FR75_0006_MUS_24952_0123_low.jpg"
"48.860591","2.337582","Point",12255,"Flore","Musée du Louvre (Paris)","Bordone Pâris","de","16e","folder_0003/folder_0116/elem_0205/FR75_0002_MUS_12255_0025_low.jpg"
"48.117266","-1.6777926","Point",12910,"Saint Jean-Baptiste couronnant l'Agneau de fleurs","Musée des Beaux-Arts (Rennes)","Bordone Pâris","de","16e","folder_0001/folder_0122/elem_0012/FR35_0013_MUS_199531_0020_low.jpg"
"48.860591","2.337582","Point",23458,"Un couple mythologique","Musée du Louvre (Paris)","Bordone Pâris","de","16e","folder_0003/folder_0118/elem_0097/FR75_0002_MUS_23458_0417_low.jpg"
"48.5734053","7.7521113","Point",12030,"Le Repos pendant la fuite en Egypte","Musée des Beaux-Arts (Strasbourg)","Bordone Pâris","de","16e","folder_0003/folder_0245/elem_0039/FR67_0004_MUS_12030_0056_low.jpg"
"48.860591","2.337582","Point",11893,"Portrait d'homme (Thomas Stahel ou Stachel') / Portrait de Hieronymus Krafft[er]","Musée du Louvre (Paris)","Bordone Pâris","de","16e","folder_0003/folder_0116/elem_0187/FR75_0002_MUS_11893_0007_low.jpg"
"47.218371","-1.553621","Point",97265,"La Paix et la Justice","Musée Dobrée (Nantes)","Bordone Pâris","copié d'après","non précisé","folder_0004/folder_0082/elem_0244/FR44_0003_MUS_97265_0006_low.jpg"
"43.344233","3.215795","Point",25941,"La Remise de l'anneau","Musée des Beaux-Arts (Béziers)","Bordone Pâris","copié d'après","non précisé",
"47.218371","-1.553621","Point",13175,"Ecce homo","Musée d'arts de Nantes","Bordone Pâris","copié d'après","16e","folder_0002/folder_0015/elem_0087/FR44_0001_MUS_UK_13175_Inv207_0129_low.jpg"
"48.856852","2.333781","Point",137166,"L'anneau du doge","Ecole nationale supérieure des beaux-arts (Paris)","Bordone Pâris","copié d'après","19e",
"47.322047","5.04148","Point",21811,"Le Repos pendant la Fuite en Egypte","Musée Magnin (Dijon)","Bordone Pâris","copié d'après","16e","folder_0003/folder_0008/elem_0081/FR21_0001_MUS_UK_021811_0069_low.jpg"
"48.866047","2.314583","Point",27589,"Portrait de femme","Musée du Petit Palais (Paris)","Bordone Pâris","copié d'après","19e","folder_0003/folder_0240/elem_0105/FR75_0023_MUS_27589_0003_low.jpg"
"46.950914","4.301565","Point",97264,"Le Christ sauveur","Musée Rolin (Autun)","Bordone Pâris","copié d'après","16e",
"44.838946","-0.581712","Point",11748,"Le Repos pendant la fuite en Egypte","Musée des Beaux-Arts (Bordeaux)","Bordone Pâris","copié d'après","16e","folder_0004/folder_0019/elem_0209/FR33_0001_MUS_11748_0033_low.jpg"
"43.604652","1.444209","Point",30638,"Le Rapt de Proserpine","Fondation Bemberg (Toulouse)","Bordone Pâris","attribué à","16e","folder_0003/folder_0162/elem_0233/FR31_0002_30638_0004_low.jpg"
"45.764043","4.835659","Point",22620,"Portrait de la maîtresse de Titien","Musée des Beaux-Arts (Lyon)","Bordone Pâris","attribué à","16e","folder_0003/folder_0215/elem_0030/FR69_0007_MUS_22620_0088_low.jpg"
"43.344233","3.215795","Point",25940,"La Cène","Musée des Beaux-Arts (Béziers)","Bordone Pâris","école de","16e",
"43.949317","4.805528","Point",14658,"Sainte Barbe et sainte Lucie","Musée du Petit Palais (Avignon)","Borghese di Piero Borghese","attribué à","15e","folder_0003/folder_0250/elem_0026/FR84_0001_MUS_14658_0171_low.jpg"
"43.949317","4.805528","Point",26607,"Saint Jean l'Evangéliste et saint Etienne","Musée du Petit Palais (Avignon)","Borghese di Piero Borghese","attribué à","15e","folder_0003/folder_0250/elem_0214/FR84_0001_MUS_26607_0359_low.jpg"
"48.971004","4.005553","Point",25035,"Le Denier de César","Eglise Saint-Nicolas (Avize)","Borgianni Orazio","attribué à","17e","folder_0002/folder_0017/elem_0239/FR51_0003_REL_UK_25035_0001_low.jpg"
"43.529742","5.447427","Point",26734,"Saint Christophe passant le gué avec l'enfant Jésus sur ses épaules","Musée Granet (Aix-en-Provence)","Borgianni Orazio","copié d'après","17e","folder_0003/folder_0011/elem_0050/FR13_0001_MUS_026734_0163_low.jpg"
"48.860591","2.337582","Point",22524,"La vision de saint Jérôme","Musée du Louvre (Paris)","Borgianni Orazio","de","16e","folder_0003/folder_0119/elem_0055/FR75_0002_MUS_22524_0625_low.jpg"
"47.382488","3.670065","Point",25939,"La Déposition","Eglise de Saint-Nazaire-Saint-Celse (Teigny)","Borgnis Giuseppe Mattia","copié par","18e","folder_0003/folder_0006/elem_0109/FR89_0001_REL_25939_0002_low.jpg"
"48.801408","2.130122","Point",24625,"L'Empereur Napoléon 1er préside la régate à Venise le 2 décembre 1807","Musée national des châteaux de Versailles et de Trianon (Versailles)","Borsato Giuseppe","de","19e","folder_0003/folder_0192/elem_0119/FR78_0001_24625_0066_low.jpg"
"48.859261","2.267227","Point",120949,"Visite du comité Léopold Cicognara au mausolée de Canova","Musée Marmottan Monet (Paris)","Borsato Giuseppe","de","19e",
"48.801408","2.130122","Point",24626,"Entrée de l'Empereur Napoléon 1er à Venise le 29 novembre 1807","Musée national des châteaux de Versailles et de Trianon (Versailles)","Borsato Giuseppe","de","19e","folder_0003/folder_0192/elem_0120/FR78_0001_24626_0067_low.jpg"
"45.194985","5.732257","Point",26091,"L'Apothéose de saint Jean-Baptiste / Christ en gloire (Ascension')","Musée de Grenoble","Bortoloni Mattia","attribué à","18e","folder_0003/folder_0014/elem_0061/RF38_0001_MUS_026091_0119_low.jpg"
"43.2951","-0.370797","Point",13002,"L'Ordre Dominicain terrassant l'Hérésie","Musée des Beaux-Arts (Pau)","Bortoloni Mattia","attribué à","18e",
"44.912998","-0.243985","Point",30437,"Saint Joseph, saint Louis de Gonzage et saint François de Paul","Musée des Beaux-Arts et d'Archéologie (Libourne)","Bortoloni Mattia","attribué à","18e","folder_0004/folder_0075/elem_0152/FR33_0003__MUS_30437_0034_low.jpg"
"49.443232","1.099971","Point",22367,"Le Passage de la Mer Rouge","Musée des Beaux-Arts (Rouen)","Bortoloni Mattia","de","18e","folder_0001/folder_0250/elem_0085/FR76_0006_MUS_9071103_0040_low.jpg"
"47.658236","-2.760847","Point",26179,"Les Envoyés d'Alexandre le Grand offrant les clés du royaume de Sidon à Abdalonyme","Musée de la Cohue (Vannes)","Borzone Luciano","attribué à","17e","folder_0001/folder_0123/elem_0169/FR56_0028_MUS_2000015001_0001_low.jpg"
"45.564601","5.917781","Point",20942,"Saint François d'Assise en extase","Musée des Beaux-Arts (Chambéry)","Borzone Luciano","de","17e","folder_0003/folder_0009/elem_0171/FR73_0001_MUS_020942_0237_low.jpg"
"45.564601","5.917781","Point",10127,"Salomé et Hérodiade avec la tête de saint Jean-Baptiste","Musée des Beaux-Arts (Chambéry)","Boschi Fabrizio","attribué à","17e","folder_0003/folder_0008/elem_0187/FR73_0001_MUS_010127_0003_low.jpg"
"43.492081","-1.472042","Point",29812,"Le Martyre de saint Sébastien","Musée Bonnat-Helleu, musée des beaux-arts de Bayonne","Boschi Fabrizio","attribué à","non précisé","folder_0004/folder_0042/elem_0179/FR64_0002_MUS_29812_0014_low.jpg"
"49.182863","-0.370679","Point",23324,"Sainte Claire prenant le voile","Musée des Beaux-Arts (Caen)","Boschi Fabrizio","attribué à","17e","folder_0001/folder_0247/elem_0225/FR14_0001_MUS_Inv26_0024_low.jpg"
"48.801408","2.130122","Point",24151,"Portrait de Galilée (1564-1642)","Musée national des châteaux de Versailles et de Trianon (Versailles)","Boschi Francesco","attribué à","17e","folder_0003/folder_0192/elem_0087/FR78_0001_24151_0034_low.jpg"
"45.564601","5.917781","Point",96961,"Nature morte au gibier","Musée des Beaux-Arts (Chambéry)","Boselli Felice","de","17e","folder_0003/folder_0010/elem_0107/FR73_0001_MUS_096961_0423_low.jpg"
"50.956881","1.851611","Point",10130,"Valet plumant un coq","Musée des Beaux-Arts (Calais)","Boselli Felice","de","17e","folder_0001/folder_0119/elem_0128/FR_62_0004_MUS_59101_0001_low.jpg"
"47.218371","-1.553621","Point",10132,"Nature morte aux viandes de boucherie","Musée d'arts de Nantes","Boselli Felice","attribué à","17e","folder_0002/folder_0014/elem_0205/FR44_0001_MUS_UK_10132_Inv367_0005_low.jpg"
"41.919229","8.738635","Point",10129,"Nature morte à la raie, aux crabes et coquillages","Palais Fesch-musée des beaux-arts (Ajaccio)","Boselli Felice","de","17e","folder_0004/folder_0078/elem_0026/FR2A_0003_MUS_10129_0006_low.jpg"
"47.089535","5.489201","Point",141393,"Nature morte","Musée des Beaux-Arts (Dole)","Boselli Felice","genre de","17e","folder_0004/folder_0016/elem_0065/FR39_0001_MUS_141393_0032_low.jpg"
"46.851852","1.069449","Point",12222,"Nature morte au lièvre","Château-Musée (Azay-le-Ferron)","Boselli Felice","attribué à","17e","folder_0001/folder_0122/elem_0062/FR36_0001_DOM_AF63_0003_low.jpg"
"46.851852","1.069449","Point",12221,"Nature morte aux canards","Château-Musée (Azay-le-Ferron)","Boselli Felice","attribué à","17e","folder_0001/folder_0122/elem_0061/FR36_0001_DOM_AF62_0002_low.jpg"
"48.860591","2.337582","Point",131726,"Marchande de volailles et de poissons","Musée du Louvre (Paris)","Boselli Felice","attribué à","17e","folder_0004/folder_0091/elem_0237/FR_75_0002_MUS_131726_1341_low.jpg"
"45.564601","5.917781","Point",20865,"Nature morte au gibier","Musée des Beaux-Arts (Chambéry)","Boselli Felice","attribué à","17e","folder_0003/folder_0009/elem_0095/FR73_0001_MUS_020865_0161_low.jpg"
"47.089535","5.489201","Point",136686,"Un accouchement","Musée des Beaux-Arts (Dole)","Both Andries Dirksz","copié d'après","17e","folder_0004/folder_0016/elem_0057/FR39_0001_MUS_136686_0034_low.jpg"
"47.089535","5.489201","Point",136689,"Le guérisseur","Musée des Beaux-Arts (Dole)","Both Andries Dirksz","copié d'après","17e","folder_0004/folder_0016/elem_0058/FR39_0001_MUS_136689_0033_low.jpg"
"48.860591","2.337582","Point",21305,"Agar et l'Ange","Musée du Louvre (Paris)","Bottani Giuseppe","de","18e","folder_0003/folder_0119/elem_0026/FR75_0002_MUS_21305_0596_low.jpg"
"43.978312","7.029528","Point",24719,"La Mort de saint Joseph","Eglise Saint-Martin (Thiéry)","Bottero Jacques","de","17e","folder_0003/folder_0244/elem_0069/FR06_0007_REL_24719_0002_low.jpg"
"43.860346","7.225567","Point",16452,"La Prédication de saint Antonin","Eglise Saint-Antonin (Levens)","Bottero Jacques","de","17e","folder_0003/folder_0142/elem_0178/FR75_0001_MED_016452_125_low.jpg"
"43.947528","7.006653","Point",141663,"Mort de saint Joseph et saint Marc évangéliste, âmes du Purgatoire","Eglise paroissiale Saints-Martin-et-Sébastien (Touët-sur-Var)","Bottero Jacques","attribué à","17e","folder_0003/folder_0244/elem_0081/FR06_0007_REL_141663_0023_low.jpg"
"44.012749","7.307727","Point",16576,"L'Annonciation avec saint Maurice et saint Lazare","Ancienne chapelle des Pénitents Blancs (Roquebillière)","Bottero Jacques","de","17e","folder_0003/folder_0142/elem_0225/FR75_0001_MED_016576_172_low.jpg"
"43.1364082","-1.2242546","Point",141657,"Pietà","Eglise Saint-Michel-de-Gast (Roquebillière)","Bottero Jacques","de","17e","folder_0003/folder_0244/elem_0082/FR06_0007_REL_141657_0022_low.jpg"
"43.860346","7.225567","Point",16453,"Le Martyre de saint Antonin","Eglise Saint-Antonin (Levens)","Bottero Jacques","de","17e","folder_0003/folder_0142/elem_0179/FR75_0001_MED_016453_126_low.jpg"
"44.257535","6.921981","Point",141664,"Mort de saint Joseph et âmes du Purgatoire","Eglise conventuelle de la Sainte-Trinité (Saint-Etienne-de-Tinée)","Bottero Jacques","de","18e","folder_0003/folder_0244/elem_0080/FR06_0007_REL_141664_0024_low.jpg"
"43.529742","5.447427","Point",10512,"Portrait de jeune femme","Musée Granet (Aix-en-Provence)","Botti Francesco","genre de","17e","folder_0003/folder_0010/elem_0167/FR13_0001_MUS_010512_0030_low.jpg"
"45.564601","5.917781","Point",20990,"La Géométrie","Musée des Beaux-Arts (Chambéry)","Botti Francesco","de","17e","folder_0003/folder_0009/elem_0216/FR73_0001_MUS_020990_0282_low.jpg"
"50.29205","2.773667","Point",10135,"La Géométrie","Musée des Beaux-Arts (Arras)","Botti Francesco","de","17e","folder_0001/folder_0119/elem_0083/FR_62_0001_MUS_89612_0010_low.jpg"
